Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2522,40,Travel_Frequently,902,Research & Development,26,2,Medical,1,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,0
138,38,Travel_Rarely,1288,Research & Development,2,4,Medical,1,3,Male,76,4,4,Healthcare Representative,1,Divorced,13964,16053,3,Y,No,14,3,3,80,2,30,2,3,3,2,0,2,0
1828,35,Travel_Rarely,662,Sales,1,5,Marketing,1,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,0
1573,36,Travel_Rarely,374,Research & Development,10,4,Life Sciences,1,1,Male,56,2,1,Research Scientist,4,Single,2821,22021,6,Y,No,13,3,4,80,0,4,3,2,1,0,0,0,0
319,37,Travel_Rarely,1050,Sales,2,4,Marketing,1,4,Male,75,3,2,Sales Executive,1,Divorced,5454,22577,3,Y,No,22,4,2,80,1,7,2,3,5,4,0,3,0
653,36,Travel_Rarely,945,Research & Development,13,2,Medical,1,4,Male,40,3,4,Research Director,1,Married,15686,7259,8,Y,No,16,3,2,80,1,22,3,3,17,12,15,15,0
2157,30,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,1
0,36,Travel_Frequently,599,Research & Development,24,3,Medical,1,4,Male,42,3,1,Laboratory Technician,4,Married,2596,5099,1,Y,Yes,13,3,2,80,1,10,2,3,10,0,7,8,0
558,50,Travel_Rarely,1485,Research & Development,23,5,Medical,1,4,Male,100,3,4,Research Director,2,Married,17650,9724,3,Y,No,13,3,1,80,1,15,2,2,12,8,4,7,0
139,25,Travel_Rarely,1479,Sales,4,2,Life Sciences,1,4,Male,61,2,2,Sales Executive,4,Married,7847,13982,1,Y,No,11,3,1,80,1,7,3,3,7,7,0,7,0
112,37,Travel_Rarely,1142,Research & Development,9,1,Other,1,4,Female,46,3,3,Manufacturing Director,4,Single,10502,4658,2,Y,No,12,3,1,80,0,15,2,3,7,1,0,7,0
531,23,Travel_Rarely,310,Sales,2,1,Medical,1,3,Male,44,3,1,Sales Representative,4,Married,2823,10557,1,Y,No,20,4,2,80,0,1,2,2,1,0,0,0,0
224,26,Travel_Rarely,959,Research & Development,5,3,Life Sciences,1,1,Male,45,4,1,Research Scientist,3,Single,4774,24444,1,Y,No,19,3,3,80,0,8,2,1,8,7,0,7,0
723,33,Travel_Rarely,1381,Sales,1,5,Life Sciences,1,3,Male,98,1,4,Manager,1,Single,17328,15891,0,Y,No,15,3,4,80,0,17,2,3,16,7,5,15,0
2211,53,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,0
2542,30,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,0
2344,41,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,1
1433,27,Travel_Rarely,728,Research & Development,11,3,Medical,1,4,Male,65,3,2,Manufacturing Director,1,Single,4930,9096,0,Y,No,12,3,3,80,0,4,2,3,3,2,1,2,0
325,50,Travel_Rarely,1441,Research & Development,21,3,Life Sciences,1,2,Male,54,3,3,Healthcare Representative,4,Married,10820,25592,2,Y,No,12,3,3,80,1,19,3,3,5,3,1,3,0
2118,42,Travel_Frequently,1474,Research & Development,5,2,Other,1,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,0
1323,19,Non-Travel,268,Research & Development,20,3,Life Sciences,1,1,Male,57,1,1,Laboratory Technician,3,Single,2325,18863,1,Y,Yes,12,3,4,80,0,0,3,1,0,0,0,0,1
2438,36,Travel_Rarely,660,Research & Development,15,3,Other,1,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,1
1458,40,Travel_Rarely,827,Research & Development,1,4,Medical,1,1,Male,74,3,1,Research Scientist,2,Divorced,4907,13684,0,Y,No,13,3,4,80,1,10,4,3,9,4,0,8,0
2102,50,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,0
2465,28,Travel_Rarely,857,Research & Development,10,3,Other,1,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,0
714,21,Travel_Rarely,622,Research & Development,8,1,Life Sciences,1,3,Male,89,2,1,Research Scientist,4,Single,1261,16019,1,Y,No,13,3,2,80,0,1,3,3,1,0,0,0,0
846,29,Travel_Rarely,665,Research & Development,7,1,Life Sciences,1,4,Female,97,3,1,Research Scientist,3,Married,2285,8306,1,Y,No,14,3,4,80,2,7,2,3,7,7,0,6,0
193,26,Travel_Rarely,1145,Sales,10,3,Technical Degree,1,1,Female,30,3,2,Sales Executive,4,Divorced,4777,18154,2,Y,No,12,3,3,80,1,8,3,3,0,0,0,0,0
1464,26,Travel_Rarely,1246,Sales,1,2,Medical,1,4,Female,100,3,3,Sales Executive,4,Single,7553,14168,1,Y,No,11,3,4,80,0,7,3,2,7,7,1,7,0
573,37,Travel_Frequently,461,Research & Development,6,3,Life Sciences,1,3,Male,44,4,2,Healthcare Representative,1,Married,6274,4284,4,Y,No,25,4,1,80,0,11,4,3,9,6,7,8,1
946,53,Travel_Rarely,756,Research & Development,2,4,Other,1,1,Male,36,2,2,Healthcare Representative,4,Divorced,4539,6698,9,Y,No,18,3,3,80,2,10,2,4,3,2,0,2,0
503,35,Travel_Rarely,605,Research & Development,12,3,Life Sciences,1,3,Female,69,3,1,Laboratory Technician,1,Married,1675,22098,3,Y,No,22,4,3,80,1,16,4,2,1,0,0,0,0
1629,40,Non-Travel,810,Sales,5,3,Life Sciences,1,2,Male,83,2,4,Manager,4,Married,17444,12695,1,Y,No,13,3,4,80,0,10,3,2,10,8,0,8,0
2184,29,Travel_Rarely,1176,Sales,3,2,Medical,1,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,0
117,45,Travel_Rarely,464,Research & Development,16,3,Medical,1,2,Male,50,3,4,Manager,3,Married,17046,12392,6,Y,No,16,3,4,80,0,22,2,3,1,0,0,0,0
645,41,Travel_Rarely,1382,Research & Development,1,2,Life Sciences,1,1,Male,40,3,3,Healthcare Representative,1,Single,7969,13554,7,Y,No,21,4,3,80,0,10,2,4,8,3,0,7,0
1870,43,Non-Travel,1344,Research & Development,7,3,Medical,1,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,0
3,38,Travel_Rarely,1488,Research & Development,2,3,Medical,1,3,Female,40,3,2,Healthcare Representative,1,Married,5347,13384,3,Y,No,14,3,3,80,0,15,1,1,6,0,0,2,0
74,53,Travel_Rarely,1018,Research & Development,3,3,Medical,1,4,Female,95,4,4,Manager,4,Single,17099,7790,2,Y,No,17,3,3,80,0,26,3,3,5,4,1,2,0
1755,37,Travel_Rarely,397,Research & Development,7,4,Medical,1,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,0
467,41,Travel_Rarely,1084,Research & Development,3,4,Other,1,2,Male,59,3,2,Manufacturing Director,4,Divorced,6180,6759,3,Y,No,17,3,4,80,1,12,5,3,7,2,1,7,0
1345,47,Travel_Rarely,1158,Research & Development,13,3,Technical Degree,1,4,Male,46,3,1,Research Scientist,1,Single,3033,17799,3,Y,Yes,14,3,3,80,0,8,2,3,5,4,4,0,0
5,27,Travel_Rarely,566,Research & Development,2,3,Other,1,3,Female,56,3,2,Manufacturing Director,2,Single,4197,7103,5,Y,No,11,3,4,80,0,6,0,3,1,0,1,0,0
1246,37,Non-Travel,1125,Research & Development,15,4,Life Sciences,1,3,Male,60,3,2,Research Scientist,3,Married,4647,4673,3,Y,Yes,14,3,1,80,1,17,2,3,17,14,4,5,0
919,60,Travel_Rarely,829,Research & Development,24,4,Technical Degree,1,2,Male,57,3,1,Research Scientist,4,Divorced,3919,5197,6,Y,No,18,3,3,80,1,19,2,3,14,10,11,8,0
547,37,Travel_Rarely,921,Research & Development,2,4,Life Sciences,1,1,Male,79,1,2,Research Scientist,2,Married,6883,9255,6,Y,Yes,14,3,2,80,1,17,2,3,7,4,0,7,1
228,38,Non-Travel,571,Research & Development,2,5,Medical,1,3,Male,91,3,2,Manufacturing Director,4,Divorced,6272,9558,7,Y,No,12,3,2,80,2,20,3,3,16,13,3,7,0
1063,33,Travel_Rarely,924,Sales,4,3,Life Sciences,1,4,Male,39,3,2,Sales Executive,4,Married,6586,9647,1,Y,Yes,13,3,4,80,1,10,1,2,10,9,9,9,0
542,48,Travel_Rarely,1116,Research & Development,2,4,Life Sciences,1,4,Male,85,3,1,Laboratory Technician,1,Single,4876,11924,2,Y,No,11,3,4,80,0,8,5,3,2,2,2,2,0
242,44,Travel_Rarely,1089,Research & Development,13,4,Life Sciences,1,1,Female,43,4,2,Manufacturing Director,4,Married,5070,15891,1,Y,No,11,3,3,80,1,7,2,2,7,1,7,7,0
898,28,Travel_Rarely,267,Research & Development,1,2,Medical,1,3,Male,80,3,1,Research Scientist,4,Married,2244,22154,1,Y,No,23,4,4,80,1,3,3,3,2,2,2,2,0
2451,55,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,0
1160,31,Travel_Rarely,135,Research & Development,6,3,Life Sciences,1,3,Female,87,3,2,Healthcare Representative,2,Single,4869,3193,1,Y,No,18,3,2,80,0,9,4,2,9,3,7,8,0
822,32,Travel_Rarely,989,Research & Development,1,3,Life Sciences,1,2,Male,78,3,2,Healthcare Representative,4,Married,5131,6975,1,Y,No,11,3,4,80,1,9,2,3,8,6,4,8,0
2271,29,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,0
2293,51,Travel_Rarely,1318,Sales,26,4,Marketing,1,1,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,0
2023,41,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,0
2353,35,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,0
2107,35,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,0
842,34,Travel_Rarely,640,Research & Development,6,3,Life Sciences,1,3,Female,48,3,1,Research Scientist,4,Married,2356,22456,7,Y,Yes,19,3,2,80,1,6,4,3,4,2,1,2,0
1373,42,Travel_Rarely,1329,Research & Development,21,4,Life Sciences,1,2,Male,94,3,1,Research Scientist,3,Married,2244,25440,9,Y,No,20,4,4,80,1,8,2,2,3,2,1,2,0
2312,35,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,0
2089,46,Travel_Rarely,1485,Research & Development,18,3,Medical,1,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,0
1526,40,Travel_Rarely,303,Research & Development,4,3,Life Sciences,1,2,Female,39,3,2,Manufacturing Director,4,Divorced,5916,19271,8,Y,No,21,4,2,80,2,19,6,3,1,0,0,0,0
1605,21,Travel_Frequently,721,Sales,8,1,Marketing,1,4,Female,93,3,1,Sales Representative,3,Single,2380,26227,1,Y,No,22,4,1,80,0,3,2,3,3,2,1,2,1
2545,28,Travel_Rarely,1179,Research & Development,19,4,Medical,1,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,0
276,29,Non-Travel,1395,Sales,16,3,Marketing,1,1,Male,87,3,2,Sales Executive,3,Married,4999,17519,3,Y,Yes,20,4,1,80,2,11,5,3,3,2,0,2,0
661,49,Non-Travel,950,Research & Development,5,3,Medical,1,1,Male,73,3,2,Manufacturing Director,4,Divorced,5957,4161,2,Y,No,20,4,4,80,2,18,2,2,16,13,1,9,0
2116,31,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,1
2321,31,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2,0
2582,29,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,0
1764,51,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,0
2138,35,Travel_Rarely,195,Sales,1,3,Medical,1,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,0
314,44,Travel_Rarely,1099,Research & Development,7,2,Medical,1,4,Male,46,3,1,Laboratory Technician,3,Married,2596,15170,5,Y,Yes,13,3,4,80,1,8,3,3,2,2,2,2,0
1466,27,Travel_Rarely,1082,Sales,4,3,Medical,1,3,Male,97,3,2,Sales Executive,3,Single,6384,7102,1,Y,No,13,3,1,80,0,8,6,3,8,7,1,2,0
1761,34,Travel_Rarely,1153,Research & Development,1,2,Medical,1,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,0
1343,50,Non-Travel,1138,Research & Development,1,4,Life Sciences,1,4,Male,64,1,2,Laboratory Technician,3,Single,4447,7181,0,Y,No,13,3,4,80,0,9,2,2,8,7,0,7,0
1305,48,Travel_Rarely,1450,Research & Development,11,3,Medical,1,3,Female,60,2,3,Research Director,1,Married,13189,17624,2,Y,No,14,3,1,80,0,15,5,3,3,2,0,2,0
691,38,Travel_Rarely,885,Research & Development,9,1,Life Sciences,1,4,Female,60,4,1,Laboratory Technician,4,Married,3067,16031,3,Y,No,13,3,4,80,1,8,2,3,6,3,1,2,0
1541,42,Travel_Rarely,1441,Research & Development,8,4,Other,1,3,Female,46,2,2,Research Scientist,1,Single,5484,17808,9,Y,No,11,3,4,80,0,20,4,2,8,7,0,7,0
612,40,Travel_Rarely,1389,Research & Development,5,3,Life Sciences,1,2,Female,57,3,5,Research Director,1,Married,19436,15891,5,Y,Yes,14,3,3,80,1,21,2,3,18,10,1,11,0
424,52,Non-Travel,625,Sales,29,4,Medical,1,2,Male,82,3,2,Sales Executive,1,Married,5467,13586,4,Y,No,11,3,1,80,1,12,3,3,9,8,1,7,0
1577,28,Travel_Rarely,1443,Research & Development,11,3,Other,1,2,Male,45,4,1,Research Scientist,3,Married,3377,3356,0,Y,No,21,4,3,80,0,8,3,4,7,1,0,7,0
594,46,Travel_Rarely,928,Research & Development,18,5,Life Sciences,1,4,Male,92,2,1,Laboratory Technician,4,Single,2506,5456,4,Y,No,15,3,3,80,0,7,3,3,2,2,2,2,0
2710,31,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,1
1392,53,Travel_Rarely,1237,Research & Development,2,3,Other,1,4,Male,82,3,2,Research Scientist,4,Married,2380,7744,8,Y,No,15,3,1,80,0,13,3,3,9,7,3,4,0
2452,43,Travel_Rarely,415,Sales,25,3,Medical,1,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,0
622,44,Travel_Rarely,1252,Research & Development,26,1,Medical,1,1,Male,94,2,3,Healthcare Representative,3,Married,10748,4605,0,Y,No,25,4,1,80,1,24,1,3,20,17,3,13,0
33,47,Travel_Frequently,1277,Research & Development,1,4,Life Sciences,1,3,Male,82,1,2,Manufacturing Director,2,Married,5562,25440,9,Y,No,11,3,4,80,1,15,5,3,13,11,2,12,0
1493,40,Travel_Rarely,956,Research & Development,1,2,Medical,1,3,Male,95,3,2,Manufacturing Director,2,Single,5473,13257,2,Y,No,12,3,2,80,0,8,3,3,4,2,1,3,0
2526,43,Travel_Rarely,1372,Sales,9,3,Marketing,1,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,1
227,27,Travel_Rarely,243,Research & Development,8,2,Medical,1,2,Female,93,2,1,Laboratory Technician,3,Married,3617,24812,5,Y,Yes,15,3,4,80,1,6,2,1,2,2,2,2,0
110,33,Travel_Rarely,1450,Sales,12,3,Life Sciences,1,1,Female,92,2,2,Sales Executive,1,Single,1569,25440,2,Y,Yes,22,4,1,80,0,16,2,1,0,0,0,0,1
1169,27,Travel_Rarely,813,Research & Development,10,3,Life Sciences,1,3,Male,41,3,1,Research Scientist,4,Single,2073,12826,6,Y,No,12,3,3,80,0,6,3,3,4,3,0,3,1
108,31,Travel_Frequently,672,Research & Development,6,4,Medical,1,1,Male,86,1,1,Research Scientist,3,Married,2519,6161,0,Y,Yes,16,3,1,80,0,4,3,3,3,2,1,2,1
2689,31,Travel_Frequently,667,Sales,1,4,Life Sciences,1,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,1
66,29,Travel_Rarely,477,Research & Development,24,2,Life Sciences,1,1,Female,33,2,1,Research Scientist,1,Divorced,2496,9679,1,Y,No,14,3,1,80,1,1,2,3,1,0,0,0,1
1417,44,Travel_Rarely,1109,Research & Development,5,2,Medical,1,1,Male,84,1,5,Manager,1,Divorced,19190,20682,1,Y,No,11,3,3,80,1,26,2,3,25,12,14,6,0
2471,34,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,0
24,29,Travel_Frequently,746,Sales,18,3,Life Sciences,1,2,Female,62,4,2,Sales Executive,2,Single,4373,11512,1,Y,Yes,17,3,4,80,0,5,2,2,5,3,1,2,1
1235,23,Travel_Frequently,1373,Research & Development,10,3,Life Sciences,1,2,Male,65,3,1,Laboratory Technician,4,Single,2690,13008,1,Y,No,15,3,1,80,0,1,2,2,1,0,0,1,0
2269,47,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,0
144,36,Travel_Rarely,750,Sales,3,2,Marketing,1,1,Male,82,3,2,Sales Executive,4,Divorced,5373,8018,2,Y,Yes,14,3,4,80,1,15,6,3,5,3,1,4,0
536,24,Non-Travel,1383,Sales,12,1,Life Sciences,1,3,Female,92,3,2,Sales Executive,1,Married,4614,7747,1,Y,No,14,3,3,80,0,5,2,2,5,4,0,8,0
811,51,Travel_Frequently,566,Research & Development,19,2,Medical,1,4,Male,42,3,4,Manager,3,Married,17169,19764,7,Y,No,12,3,3,80,1,22,2,1,18,17,15,13,1
125,35,Travel_Rarely,1495,Sales,8,2,Technical Degree,1,4,Female,82,3,3,Sales Executive,4,Divorced,9713,22553,1,Y,No,11,3,3,80,2,10,6,3,10,9,9,8,0
1497,50,Travel_Rarely,544,Research & Development,3,1,Life Sciences,1,4,Female,94,3,3,Research Director,4,Divorced,4081,7103,3,Y,No,11,3,3,80,1,20,2,3,1,0,0,0,0
85,30,Travel_Rarely,1313,Research & Development,9,2,Life Sciences,1,4,Female,92,3,1,Research Scientist,4,Divorced,2585,7160,1,Y,No,15,3,3,80,2,1,3,3,1,0,0,0,0
1254,35,Travel_Rarely,581,Sales,9,4,Marketing,1,4,Male,36,3,3,Sales Executive,4,Divorced,9888,6645,1,Y,No,14,3,3,80,1,10,3,3,10,6,0,7,0
2715,48,Travel_Rarely,1221,Sales,7,3,Marketing,1,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2,0
2243,47,Travel_Frequently,719,Sales,27,2,Life Sciences,1,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,1
2115,35,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,0
2002,31,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,0
484,35,Travel_Rarely,1189,Research & Development,14,3,Medical,1,3,Male,49,3,2,Research Scientist,3,Divorced,5745,24152,5,Y,No,12,3,2,80,1,16,2,3,15,11,4,13,0
1654,43,Travel_Rarely,796,Research & Development,8,4,Medical,1,1,Male,53,3,3,Manufacturing Director,2,Divorced,10447,23779,9,Y,Yes,13,3,4,80,1,18,2,3,13,9,6,9,0
2441,28,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,0
2676,42,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,0
2420,59,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,0
738,27,Travel_Rarely,895,Research & Development,12,3,Life Sciences,1,4,Female,85,2,1,Research Scientist,4,Married,2244,2851,1,Y,Yes,12,3,2,80,1,6,3,2,6,3,1,3,0
805,37,Travel_Rarely,288,Research & Development,15,2,Life Sciences,1,4,Female,78,2,4,Research Director,1,Married,13744,20206,1,Y,Yes,12,3,3,80,2,16,2,3,16,10,4,8,0
2401,24,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,0
2695,36,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,0
2190,20,Travel_Rarely,1362,Research & Development,10,1,Medical,1,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,1
1774,28,Non-Travel,120,Sales,4,3,Medical,1,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4,0
362,25,Travel_Frequently,458,Sales,26,3,Medical,1,4,Male,81,2,1,Sales Representative,4,Married,2795,12761,1,Y,No,12,3,3,80,1,2,3,3,2,2,0,2,0
749,49,Travel_Rarely,1418,Research & Development,20,3,Medical,1,4,Male,76,2,3,Healthcare Representative,2,Married,7756,8952,0,Y,No,18,3,1,80,1,7,3,2,6,2,1,4,0
918,55,Travel_Rarely,645,Research & Development,3,2,Medical,1,3,Male,81,3,4,Manager,1,Married,17584,14394,6,Y,No,19,3,4,80,3,24,3,3,1,0,0,0,0
1646,27,Travel_Rarely,607,Research & Development,3,3,Life Sciences,1,3,Male,79,2,1,Laboratory Technician,3,Married,2218,3666,0,Y,No,13,3,2,80,1,5,2,3,4,2,0,2,0
1026,37,Travel_Rarely,1387,Sales,4,2,Marketing,1,4,Male,76,3,2,Sales Executive,2,Married,5674,3449,3,Y,No,14,3,4,80,3,13,3,3,6,3,2,3,0
1030,36,Travel_Rarely,1082,Research & Development,8,3,Technical Degree,1,4,Male,50,3,2,Healthcare Representative,3,Single,6712,15211,0,Y,No,17,3,1,80,0,10,2,3,9,7,5,8,0
882,35,Travel_Frequently,208,Research & Development,2,1,Life Sciences,1,4,Male,72,2,1,Laboratory Technician,2,Single,3902,19191,1,Y,No,18,3,3,80,0,1,2,3,1,0,0,0,0
1335,47,Travel_Rarely,1300,Research & Development,16,5,Medical,1,1,Female,49,3,4,Research Director,4,Single,17603,2396,3,Y,No,14,3,4,80,0,21,3,2,1,0,0,0,0
2258,30,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,0
2004,39,Travel_Rarely,1162,Sales,3,2,Medical,1,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,1
665,51,Travel_Rarely,1127,Research & Development,2,4,Life Sciences,1,4,Male,45,2,1,Laboratory Technician,4,Single,2207,10557,2,Y,No,20,4,3,80,0,12,5,3,7,6,5,7,1
364,18,Travel_Frequently,1373,Research & Development,3,1,Life Sciences,1,1,Male,52,4,1,Laboratory Technician,1,Married,3646,16998,0,Y,No,19,3,3,80,1,10,2,3,10,9,1,0,0
2411,22,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,0
1239,44,Travel_Rarely,1275,Research & Development,9,2,Medical,1,3,Male,95,3,1,Laboratory Technician,4,Married,3579,17725,0,Y,No,21,4,4,80,1,10,2,3,9,8,1,7,0
77,34,Travel_Rarely,1099,Sales,10,4,Life Sciences,1,1,Male,64,3,2,Sales Executive,4,Single,5346,11873,1,Y,No,14,3,2,80,0,9,3,3,9,0,7,7,0
27,29,Travel_Rarely,228,Sales,7,1,Life Sciences,1,1,Female,76,3,2,Sales Executive,4,Married,5296,25761,1,Y,No,13,3,4,80,1,10,3,3,10,0,0,0,0
473,34,Travel_Rarely,350,Research & Development,7,2,Life Sciences,1,2,Female,91,2,1,Research Scientist,3,Married,2768,22478,1,Y,Yes,14,3,4,80,1,1,3,3,1,0,0,0,0
525,39,Travel_Rarely,1091,Research & Development,5,3,Medical,1,4,Female,74,3,2,Manufacturing Director,3,Divorced,9738,4204,8,Y,No,14,3,3,80,2,15,3,3,2,2,2,2,0
